Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Finish,Garage Cars,Garage Qual,Garage Cond,total_bath,total_outdoor_sf,house_age,remod_age,garage_age,qual_cond_interaction,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS Zoning_FV,MS Zoning_I (all),MS Zoning_Other,MS Zoning_RL,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Mas Vnr Type_None,Mas Vnr Type_Other,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,price_tier,SalePrice
34.0,4590,8,5,108.0,4,3,4,4,2,1554.0,5,1,1554,2,4,1,2,2.0,3,3,2.0,229,4,4,4.0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,209500
68.0,9179,7,5,158.0,4,3,4,3,1,873.0,5,1,1790,3,4,0,2,2.0,3,3,3.5,88,11,11,11.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,193000
55.0,10592,6,7,0.0,3,4,3,2,1,602.0,3,1,1502,3,4,2,1,1.0,3,3,1.5,208,87,14,87.0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Médio,165000
110.0,14230,8,5,640.0,4,3,4,3,1,1566.0,5,1,1600,3,4,1,2,3.0,3,3,2.0,56,3,3,3.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,256300
63.0,7500,7,5,0.0,4,3,4,4,1,1141.0,5,1,1141,3,4,0,2,2.0,3,3,2.5,182,4,4,4.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Médio,152000
98.0,12704,8,5,302.0,4,3,5,3,1,1582.0,5,1,1582,3,4,0,3,3.0,3,3,3.0,304,3,3,3.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,317500
50.0,8012,6,5,0.0,3,3,3,3,1,630.0,5,1,1266,2,3,2,2,1.0,3,3,1.5,340,30,30,30.0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,128000
174.0,25419,8,4,0.0,4,4,3,3,1,1360.0,4,1,3112,4,4,1,1,2.0,3,3,3.5,568,92,20,92.0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Médio,235000
44.0,3811,7,5,174.0,4,3,5,3,4,1594.0,5,1,1646,2,5,1,3,2.0,3,3,3.5,181,6,5,6.0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Médio,250000
80.0,9600,6,6,164.0,3,3,3,3,3,1156.0,5,1,1520,3,3,2,2,1.0,3,3,2.0,189,55,38,55.0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Médio,153000
78.0,9316,7,5,532.0,4,3,4,3,3,784.0,5,1,1596,3,4,0,2,2.0,3,3,2.5,189,5,5,5.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,181000
44.0,6442,8,5,178.0,4,3,4,4,2,1370.0,5,1,1370,2,4,1,2,2.0,3,3,2.0,169,4,4,4.0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,202500
60.0,8850,6,7,0.0,3,4,3,3,1,768.0,5,1,1376,3,4,0,1,2.0,3,3,1.0,198,90,60,33.0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Baixo,165000
60.0,10410,3,8,0.0,3,4,3,3,1,713.0,5,1,713,2,4,0,1,1.0,2,2,1.0,236,80,9,74.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Baixo,99800
70.0,10150,5,5,1.0,3,3,3,3,1,912.0,5,1,912,2,3,0,2,1.0,3,3,1.0,0,52,52,52.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,114500
75.0,9825,5,5,0.0,3,3,3,3,1,1092.0,3,1,1092,3,3,0,1,1.0,3,3,1.0,259,44,44,44.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,123000
72.0,8499,5,6,0.0,3,3,3,3,1,864.0,5,1,864,3,3,0,1,2.0,3,3,2.0,312,49,49,28.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,141000
70.0,12198,5,6,0.0,3,3,3,3,3,1204.0,3,1,1411,3,3,1,2,1.0,3,3,1.0,360,55,35,55.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,130000
80.0,10793,5,5,263.0,3,3,3,3,1,780.0,5,1,1620,4,3,0,3,2.0,3,3,2.5,208,41,41,41.0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,152000
86.0,11650,7,5,58.0,3,3,0,0,0,0.0,4,1,1472,2,4,1,1,2.0,3,3,2.0,68,51,51,51.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Médio,157500
34.0,3230,6,5,894.0,3,3,4,3,1,729.0,4,1,1471,3,3,0,1,2.0,3,3,2.5,24,11,11,11.0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Alto,172500
57.0,8013,8,5,0.0,4,3,4,3,1,1587.0,5,1,1734,2,4,0,2,2.0,3,3,3.0,102,15,14,15.0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,239500
85.0,13143,8,5,504.0,4,3,4,3,1,1231.0,5,1,2349,4,4,1,2,3.0,3,3,3.5,162,17,17,17.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,362500
50.0,7175,6,5,0.0,4,3,4,3,1,1398.0,4,1,1398,2,4,0,2,2.0,3,3,3.0,46,20,19,20.0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,172000
63.0,13072,6,5,0.0,4,3,4,3,1,1141.0,5,1,1141,3,3,0,1,2.0,3,3,1.5,0,5,5,5.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Médio,142500
35.0,4109,9,5,260.0,4,3,4,3,3,1557.0,5,1,1557,2,5,1,2,2.0,3,3,3.0,237,11,10,11.0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,305000
48.0,6240,8,5,176.0,4,3,4,3,1,1324.0,5,1,1324,2,4,1,3,2.0,3,3,2.0,38,4,4,4.0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,221370
60.0,10440,5,8,0.0,3,3,3,3,1,650.0,4,1,1539,3,4,1,1,2.0,4,3,2.0,216,106,8,27.0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Baixo,157500
60.0,8520,3,5,0.0,3,3,2,2,1,216.0,2,0,936,2,3,0,0,0.0,0,0,1.0,0,94,60,94.0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Baixo,78000
65.0,10237,6,5,0.0,4,3,4,3,1,728.0,5,1,1456,3,4,1,3,2.0,3,3,2.5,24,5,4,5.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,170440
95.0,13015,5,6,0.0,3,4,4,3,1,1100.0,5,1,1100,3,3,0,2,2.0,3,3,1.5,0,14,14,14.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,145000
80.0,13500,6,7,0.0,3,3,4,3,4,1602.0,4,1,1252,1,3,1,2,2.0,3,3,2.0,409,50,35,50.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Alto,235000
90.0,9900,5,8,0.0,4,3,3,3,1,504.0,5,1,1464,3,3,0,0,0.0,0,0,2.0,176,100,8,100.0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Baixo,129000
85.0,9233,9,5,877.0,4,3,5,3,3,1540.0,5,1,2855,4,5,1,2,3.0,3,3,3.5,302,10,10,10.0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,405000
63.0,8530,7,5,22.0,3,3,4,3,1,384.0,4,1,1474,3,3,1,3,2.0,3,3,2.5,192,15,14,15.0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Médio,168500
75.0,9750,7,5,50.0,4,3,4,3,2,1445.0,5,1,1445,3,4,0,1,2.0,3,3,2.0,35,6,6,6.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,186500
21.0,1936,4,6,0.0,3,3,4,3,3,630.0,4,1,630,1,3,0,0,0.0,0,0,2.0,0,40,40,40.0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Baixo,84500
53.0,4043,6,5,0.0,3,3,4,3,1,1069.0,4,1,1069,2,3,1,2,2.0,3,3,2.5,55,35,35,35.0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,146300
80.0,159000,6,7,472.0,4,3,4,3,4,1444.0,4,1,2144,4,4,2,3,2.0,3,3,2.5,98,52,4,52.0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Alto,277000
65.0,8366,6,5,0.0,4,3,4,3,1,798.0,5,1,1640,3,4,0,2,2.0,3,3,2.5,183,6,6,6.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,173000
109.0,14154,7,5,350.0,4,3,5,4,1,1063.0,5,1,2172,3,4,1,2,3.0,3,3,2.5,254,4,4,4.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,280000
60.0,10320,5,8,0.0,3,3,2,3,1,451.0,3,1,759,1,3,0,1,2.0,3,3,1.0,40,98,19,13.0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,85000
43.0,13568,5,5,0.0,3,3,4,3,1,990.0,5,1,990,3,3,0,1,2.0,3,3,1.5,224,15,15,14.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,156000
73.0,8760,7,5,0.0,4,3,4,4,2,1391.0,5,1,1962,3,4,0,2,3.0,3,3,2.5,90,4,4,4.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,239799
50.0,5000,6,7,0.0,3,3,3,3,1,992.0,5,1,1013,3,3,0,1,1.0,2,3,1.0,101,84,60,84.0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,113000
60.0,21930,5,5,0.0,4,3,4,4,3,732.0,5,1,1838,4,3,1,3,2.0,3,3,2.5,140,5,5,5.0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Médio,192140
34.0,5122,6,5,135.0,4,3,4,3,3,1306.0,5,1,1306,1,4,1,2,2.0,3,3,3.0,233,5,5,5.0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,184500
51.0,6171,6,6,0.0,3,3,3,3,1,976.0,5,1,1608,3,4,1,1,1.0,2,3,2.5,163,85,20,85.0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Médio,137450
80.0,8963,8,9,289.0,5,4,3,4,1,1142.0,5,1,2715,4,4,2,3,2.0,3,3,4.0,204,34,14,16.0,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Médio,299800
64.0,6390,6,7,0.0,3,3,3,3,1,936.0,3,1,984,2,3,0,1,1.0,3,3,2.0,0,56,56,56.0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,112500
75.0,13125,7,6,0.0,3,3,3,3,1,800.0,3,1,1740,3,3,2,1,1.0,3,3,1.5,0,70,26,70.0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,219500
98.0,11478,8,5,200.0,4,3,5,3,1,1704.0,5,1,1704,3,4,1,2,3.0,3,3,3.0,50,3,2,2.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,306000
62.0,9858,5,6,0.0,3,3,3,3,1,864.0,3,1,874,3,3,0,2,1.0,3,3,2.0,33,42,42,42.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,130000
70.0,8414,6,8,0.0,3,3,3,3,1,1059.0,3,1,1068,3,3,0,2,1.0,3,3,1.5,192,47,7,47.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,154500
70.0,8780,5,5,0.0,3,3,3,3,1,833.0,5,1,833,3,3,0,0,0.0,0,0,2.0,0,25,25,25.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Médio,112000
134.0,16659,8,5,0.0,4,3,4,3,1,1582.0,5,1,2152,3,4,1,1,2.0,3,3,2.5,368,3,2,3.0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Alto,260116
73.0,7321,7,5,0.0,4,3,4,3,1,1339.0,5,1,1358,3,4,0,1,2.0,3,3,2.0,350,11,10,11.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Alto,204000
60.0,8064,5,7,0.0,3,4,3,3,2,672.0,5,1,924,3,3,1,1,2.0,3,3,1.0,0,61,4,7.0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,122900
94.0,12883,8,5,256.0,4,3,4,3,1,1544.0,5,1,1544,3,4,0,2,3.0,3,3,2.0,35,1,0,1.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Alto,290941
75.0,9532,4,6,0.0,3,3,3,3,1,1105.0,4,1,1647,3,3,1,3,1.0,3,3,2.0,225,57,57,57.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,153000
60.0,4800,4,5,771.0,3,3,3,3,1,709.0,3,1,1844,3,3,2,1,1.0,3,3,2.0,84,110,56,110.0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Baixo,80400
55.0,10267,6,7,0.0,3,4,3,4,2,816.0,5,1,838,2,2,0,3,1.0,3,3,2.0,112,92,10,49.0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,130000
60.0,6000,5,5,444.0,3,3,3,3,1,468.0,4,1,1142,3,3,0,3,1.0,3,3,1.0,98,86,60,86.0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Baixo,93000
51.0,6120,5,7,0.0,4,3,3,3,1,884.0,5,1,884,2,3,0,1,1.0,3,3,1.0,136,71,60,71.0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,113000
57.0,9906,4,4,0.0,3,3,3,3,1,686.0,2,0,1328,3,3,0,1,1.0,3,3,1.0,232,85,60,70.0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,107000
70.0,8251,7,5,143.0,4,3,4,4,3,1494.0,5,1,1506,3,4,1,2,2.0,3,3,3.0,227,5,4,5.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,249000
80.0,9600,6,6,183.0,3,3,3,3,1,1240.0,4,1,1632,3,3,1,2,1.0,3,3,3.0,289,52,22,52.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Médio,139000
75.0,10170,6,6,522.0,3,3,3,3,1,216.0,3,1,1575,2,4,1,1,2.0,3,3,1.5,0,59,59,59.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,155000
86.0,10380,7,5,172.0,4,3,3,3,4,1502.0,5,1,2730,4,4,1,3,2.0,3,3,3.5,297,24,23,23.0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,301000
60.0,6000,6,7,0.0,4,3,3,3,1,728.0,4,1,1456,4,4,0,1,1.0,2,2,1.5,248,95,5,95.0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Baixo,139500
68.0,10265,5,7,0.0,3,2,3,3,1,992.0,5,1,992,3,4,0,2,1.0,3,3,2.0,204,43,5,43.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,145000
78.0,11700,6,6,0.0,3,3,3,3,1,727.0,5,1,1556,4,3,0,1,2.0,3,3,1.5,0,42,42,42.0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Médio,154000
36.0,2592,5,3,0.0,3,3,4,3,1,536.0,3,1,1112,3,3,0,1,1.0,3,3,1.5,182,34,34,34.0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,85000
75.0,6000,5,5,0.0,2,3,4,3,2,624.0,5,1,1656,3,3,1,1,1.0,3,3,1.5,180,43,43,43.0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Baixo,126000
35.0,3675,6,5,80.0,3,3,4,3,4,547.0,4,1,1072,2,3,0,3,2.0,3,3,2.0,28,5,4,5.0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Baixo,145500
182.0,14572,7,5,0.0,4,3,4,3,3,1530.0,5,1,1530,3,4,1,3,3.0,3,3,3.0,180,6,6,6.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,259000
72.0,9000,2,2,0.0,3,3,0,0,0,0.0,2,0,660,2,2,0,0,0.0,0,0,1.0,100,63,60,63.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Baixo,63900
72.0,9830,5,7,0.0,3,4,3,3,1,1063.0,5,1,1287,3,4,1,3,2.0,3,3,2.0,381,51,4,13.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Médio,162000
74.0,8556,7,5,0.0,4,3,4,3,3,1240.0,5,1,1240,2,4,0,2,3.0,3,3,2.0,233,4,4,4.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,194000
44.0,3843,8,5,186.0,5,3,5,3,4,1596.0,5,1,1648,2,5,1,3,2.0,3,3,3.5,215,3,2,3.0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Médio,294464
84.0,10084,7,5,196.0,4,3,4,3,3,1552.0,5,1,1552,3,4,0,2,3.0,3,3,2.0,164,5,4,5.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,212900
59.0,10593,7,5,338.0,4,3,4,3,1,1720.0,5,1,1720,3,4,1,3,2.0,3,3,3.0,450,14,14,14.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,260400
67.0,16285,7,5,0.0,4,3,4,3,1,1413.0,5,1,1430,3,4,0,2,2.0,3,3,2.0,33,9,8,9.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Alto,187100
102.0,12671,6,7,300.0,3,4,4,2,1,1288.0,5,1,2422,4,4,2,3,2.0,3,3,3.0,63,56,16,56.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Alto,255000
35.0,3675,5,5,80.0,3,3,4,3,4,547.0,4,1,1072,2,3,0,3,2.0,3,3,2.0,28,5,5,5.0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Baixo,145000
21.0,1680,6,5,232.0,3,3,3,3,1,483.0,3,1,987,2,3,0,1,1.0,3,3,1.5,0,39,39,39.0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Baixo,85400
63.0,8121,6,5,0.0,3,3,4,3,1,953.0,5,1,1664,3,3,1,2,2.0,3,3,2.5,140,10,10,10.0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Médio,172400
